open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_base_volume,taker_quote_volume,ignore,return_1d,return_7d,volatility_7d,rsi,sma_20,sma_50,sma_200,macd
26522.73,26888.0,26224.0,26600.0,26227.29369,1694822399999,695203258.0004445,654094,12600.39115,334045930.7667212,0,0.0029133501717206,0.0266108334459003,490.4194719975544,51.80964952529585,26122.9395,27407.6106,27676.0648,-297.7670436183107
26599.99,26777.0,26445.0,26559.67,13960.93351,1694908799999,370889866.4592735,526416,6508.91352,172926781.3888423,0,-0.0015161654135339,0.0254061427069589,527.2136623709087,51.29701027065203,26145.8345,27352.5212,27693.1553,-241.08963744594803
26559.67,26623.25,26399.0,26527.51,12998.10277,1694995199999,344703727.5601071,476775,6359.89459,168675580.016463,0,-0.0012108584180451,0.0265424638789919,533.3832878808095,50.86480398280377,26166.21,27296.0134,27707.648,-196.502272069356
26527.5,27409.0,26377.35,26762.51,43000.43256,1695081599999,1158780347.6253047,938705,21551.71605,580912488.7594309,0,0.0088587281655911,0.0635862385802374,307.01367557575253,53.92005887335901,26118.5185,27245.6418,27724.13395,-140.58337016952646
26762.5,27483.57,26667.79,27210.26,36190.52187,1695167999999,981539255.55962,898076,17851.15558,484061308.12493294,0,0.0167304935149954,0.053024562598442,302.373358173934,59.13403383963159,26114.032,27205.202,27748.41355,-59.45222628596821
27210.25,27388.63,26800.0,27125.0,34207.21867,1695254399999,927206075.9626272,867288,16983.43086,460402346.17078334,0,-0.0031333768953327,0.0344367325146823,292.125671130384,57.793039396056336,26173.243,27153.5822,27772.305700000004,-2.0117890405999788
27125.01,27159.6,26377.7,26568.08,34476.82662,1695340799999,920768143.3513128,823416,16878.78202,450738363.8506985,0,-0.0205316129032256,0.0017098541515145,286.48051378932547,49.842107398700726,26211.3945,27101.2236,27792.9949,-1.4123377624273417
26568.08,26743.38,26468.77,26580.14,18198.2292,1695427199999,484331618.9485319,567149,8484.09679,225805692.72356927,0,0.0004539281724533,-0.0007466165413534,288.4750723736734,50.00251680218459,26246.926,27048.9536,27813.8456,0.0354640966797887
26580.14,26632.81,26509.0,26575.96,9440.7026,1695513599999,250873957.3886738,421717,4387.1973,116581214.130133,0,-0.0001572602702619,0.0006133359337672,286.63176460573226,49.942898727669096,26277.1635,26998.193000000003,27835.7356,0.8359303498655208
26575.97,26738.54,26122.08,26248.38,15706.65771,1695599999999,416368301.3736848,545045,7547.06342,200078452.01675767,0,-0.0123261774927414,-0.0105222842249422,339.575471273355,45.37679589593962,26298.2815,26941.718,27858.4503,-24.678187888803222
